Ma_Don;Ngay_Dat;So_Dien_Thoai;Tinh_Thanh;Phuong_Xa;Dia_Chi_Cu_The;Ma_San_Pham;Ten_San_Pham;Nhom_Hang;So_Luong; Don_Gia ;Ty_Le_Giam_Gia; Tien_Giam ; Tong_Hang ; Phi_Van_Chuyen ; Tong_Thanh_Toan ;Don_Vi_Giao;Phuong_Thuc_Thanh_Toan;Kenh_Ban;Trang_Thai;Ngay_Giao_Du_Kien;So_Lan_Khach_Quay_Lai;Thuong_Hieu;Danh_Muc
DH2023007832;02/02/2023;771235506;Tây Ninh;Xã Gò Dầu;15 Hai Bà Trưng;SP015;Smart TV Samsung 43 inch;Đồ điện tử;3; 7,990,000 ₫ ;0.03;719,00 ₫; 23,970,000 ₫ ;22,00 ₫; 25,598,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Zalo;Đã giao;05/02/2023;20;Samsung;Tivi
DH2023008424;02/02/2023;853807152;TP. Hồ Chí Minh;Phường Tân Bình;336 Nguyễn Huệ;SP010;Laptop Asus Vivobook 15;Đồ điện tử;4; 12,990,000 ₫ ;0.03; 1,559,000 ₫ ; 51,960,000 ₫ ;25,00 ₫; 55,466,000 ₫ ;Viettel Post;Chuyển khoản;Cửa hàng;Hủy đơn;05/02/2023;20;Asus;Laptop
DH2023000486;03/02/2023;853807152;Vĩnh Long;Xã Tam Bình;193 Quang Trung;SP018;Chuột Logitech M331;Đồ điện tử;1;390,00 ₫;0.15;58,00 ₫;390,00 ₫;40,00 ₫;405,00 ₫;Viettel Post;Thẻ ngân hàng;Shopee;Hủy đơn;05/02/2023;20;Logitech;Phụ kiện
DH2023004827;03/02/2023;853807152;Đồng Nai;Xã Long Thành;234 3 Tháng 2;SP011;Tai nghe AirPods 3;Đồ điện tử;3; 3,990,000 ₫ ;0.07;838,00 ₫; 11,970,000 ₫ ;28,00 ₫; 12,273,000 ₫ ;Viettel Post;Ví điện tử;Facebook;Đã giao;09/02/2023;20;Apple;Tai nghe
DH2023005295;03/02/2023;358998449;Cần Thơ;Phường Ô Môn;539 Lê Lợi;SP022;Cáp sạc Type-C Anker;Đồ điện tử;1;190,00 ₫;0.15;28,00 ₫;190,00 ₫;28,00 ₫;206,00 ₫;J&T Express;Ví điện tử;Website;Đã giao;09/02/2023;20;Anker;Phụ kiện
DH2023007397;03/02/2023;793067522;TP. Hồ Chí Minh;Phường An Khánh;246 Quang Trung;SP004;iPhone 14;Đồ điện tử;6; 16,990,000 ₫ ;0.2; 20,388,000 ₫ ; 101,940,000 ₫ ;25,00 ₫; 89,732,000 ₫ ;J&T Express;Thẻ ngân hàng;Cửa hàng;Đã xác nhận;08/02/2023;1;Apple;Điện thoại
DH2023008123;03/02/2023;866062478;TP. Hồ Chí Minh;Phường Chợ Lớn;10 Trần Hưng Đạo;SP008;Laptop Dell Inspiron 15;Đồ điện tử;2; 13,990,000 ₫ ;0; - ₫ ; 27,980,000 ₫ ;35,00 ₫; 30,813,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Website;Đã giao;08/02/2023;12;Dell;Laptop
DH2023008396;03/02/2023;967250448;Đồng Tháp;Xã Tháp Mười;96 Quang Trung;SP021;Sạc nhanh Anker 20W;Đồ điện tử;1;350,00 ₫;0.05;18,00 ₫;350,00 ₫;22,00 ₫;387,00 ₫;VNPost;COD;Facebook;Đã giao;08/02/2023;20;Anker;Phụ kiện
DH2023009434;03/02/2023;705762159;An Giang;Xã Tri Tôn;212 Điện Biên Phủ;SP025;Máy in Canon LBP 2900;Đồ điện tử;3; 4,290,000 ₫ ;0.07;901,00 ₫; 12,870,000 ₫ ;40,00 ₫; 13,206,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;TikTok Shop;Đã giao;08/02/2023;20;Canon;Máy in
DH2023006211;04/02/2023;933565739;TP. Hồ Chí Minh;Phường Bình Thạnh;540 Trần Hưng Đạo;SP008;Laptop Dell Inspiron 15;Đồ điện tử;1; 13,990,000 ₫ ;0; - ₫ ; 13,990,000 ₫ ;25,00 ₫; 15,414,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Facebook;Đã giao;06/02/2023;1;Dell;Laptop
DH2023006774;04/02/2023;983133743;An Giang;Phường Châu Đốc;436 Hai Bà Trưng;SP001;Samsung Galaxy A15;Đồ điện tử;3; 4,590,000 ₫ ;0; - ₫ ; 13,770,000 ₫ ;45,00 ₫; 15,192,000 ₫ ;J&T Express;Ví điện tử;Cửa hàng;Đã giao;08/02/2023;20;Samsung;Điện thoại
DH2023007259;04/02/2023;341806456;An Giang;Xã Phú Tân;211 Nguyễn Huệ;SP005;Xiaomi Redmi Note 13;Đồ điện tử;1; 4,990,000 ₫ ;0.2;998,00 ₫; 4,990,000 ₫ ;30,00 ₫; 4,421,000 ₫ ;VNPost;Ví điện tử;Website;Đã giao;10/02/2023;20;Xiaomi;Điện thoại
DH2023001419;05/02/2023;967250448;Tây Ninh;Xã Tân Biên;486 Lý Thường Kiệt;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0.2; 2,398,000 ₫ ; 11,990,000 ₫ ;45,00 ₫; 10,596,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Cửa hàng;Đã giao;07/02/2023;20;LG;Tivi
DH2023002127;05/02/2023;771235506;An Giang;Phường Châu Đốc;102 3 Tháng 2;SP016;Smart TV LG 55 inch;Đồ điện tử;3; 11,990,000 ₫ ;0.15; 5,396,000 ₫ ; 35,970,000 ₫ ;45,00 ₫; 33,676,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Shopee;Đã giao;09/02/2023;20;LG;Tivi
DH2023002160;05/02/2023;853807152;Cà Mau;Xã Ngọc Hiển;536 Phạm Văn Đồng;SP007;MacBook Air M2;Đồ điện tử;4; 23,990,000 ₫ ;0; - ₫ ; 95,960,000 ₫ ;35,00 ₫; 105,591,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Shopee;Đã giao;10/02/2023;20;Apple;Laptop
DH2023005631;05/02/2023;771235506;An Giang;Xã Tri Tôn;282 Cách Mạng Tháng Tám;SP010;Laptop Asus Vivobook 15;Đồ điện tử;1; 12,990,000 ₫ ;0.1; 1,299,000 ₫ ; 12,990,000 ₫ ;35,00 ₫; 12,895,000 ₫ ;Ninja Van;Ví điện tử;TikTok Shop;Đã giao;09/02/2023;20;Asus;Laptop
DH2023005899;05/02/2023;327703042;Cần Thơ;Phường Cái Răng;414 Nguyễn Văn Cừ;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0; - ₫ ; 5,990,000 ₫ ;22,00 ₫; 6,611,000 ₫ ;Viettel Post;Thẻ ngân hàng;Shopee;Đã giao;11/02/2023;20;Apple;Đồng hồ thông minh
DH2023008546;05/02/2023;964440242;Đồng Nai;Phường Long Khánh;584 Cách Mạng Tháng Tám;SP010;Laptop Asus Vivobook 15;Đồ điện tử;5; 12,990,000 ₫ ;0; - ₫ ; 64,950,000 ₫ ;35,00 ₫; 71,480,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Shopee;Đang giao;09/02/2023;7;Asus;Laptop
DH2023000023;06/02/2023;341806456;Cần Thơ;Phường Ô Môn;5 Nguyễn Văn Cừ;SP011;Tai nghe AirPods 3;Đồ điện tử;8; 3,990,000 ₫ ;0.2; 6,384,000 ₫ ; 31,920,000 ₫ ;18,00 ₫; 28,108,000 ₫ ;Viettel Post;Ví điện tử;Zalo;Đã giao;09/02/2023;20;Apple;Tai nghe
DH2023000593;06/02/2023;795093616;Cần Thơ;Xã Phong Điền;301 Nguyễn Huệ;SP005;Xiaomi Redmi Note 13;Đồ điện tử;5; 4,990,000 ₫ ;0.1; 2,495,000 ₫ ; 24,950,000 ₫ ;28,00 ₫; 24,729,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Hủy đơn;10/02/2023;19;Xiaomi;Điện thoại
DH2023000707;06/02/2023;853807152;Đồng Nai;Xã Nhơn Trạch;61 Nguyễn Trãi;SP004;iPhone 14;Đồ điện tử;4; 16,990,000 ₫ ;0; - ₫ ; 67,960,000 ₫ ;45,00 ₫; 74,801,000 ₫ ;Ninja Van;Chuyển khoản;Facebook;Đã xác nhận;09/02/2023;20;Apple;Điện thoại
DH2023004674;06/02/2023;770078079;TP. Hồ Chí Minh;Phường Tân Định;191 Cách Mạng Tháng Tám;SP004;iPhone 14;Đồ điện tử;1; 16,990,000 ₫ ;0.1; 1,699,000 ₫ ; 16,990,000 ₫ ;45,00 ₫; 16,865,000 ₫ ;VNPost;Chuyển khoản;Facebook;Đã giao;08/02/2023;2;Apple;Điện thoại
DH2023007871;06/02/2023;904963796;Tây Ninh;Xã Gò Dầu;239 Lê Lợi;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0.1;318,00 ₫; 3,180,000 ₫ ;40,00 ₫; 3,188,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Cửa hàng;Đã giao;12/02/2023;2;Samsung;Tai nghe
DH2023009711;06/02/2023;931085451;TP. Hồ Chí Minh;Phường Chợ Lớn;131 Cách Mạng Tháng Tám;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0; - ₫ ; 33,980,000 ₫ ;30,00 ₫; 37,408,000 ₫ ;Giao Hàng Nhanh;COD;Shopee;Đang giao;11/02/2023;20;Apple;Điện thoại
DH2023003325;07/02/2023;869453643;Vĩnh Long;Xã Tam Bình;168 Nguyễn Văn Cừ;SP007;MacBook Air M2;Đồ điện tử;2; 23,990,000 ₫ ;0.1; 4,798,000 ₫ ; 47,980,000 ₫ ;18,00 ₫; 47,518,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Đã giao;11/02/2023;3;Apple;Laptop
DH2023004279;07/02/2023;882096727;Cà Mau;Xã U Minh;250 Hai Bà Trưng;SP005;Xiaomi Redmi Note 13;Đồ điện tử;5; 4,990,000 ₫ ;0.07; 1,747,000 ₫ ; 24,950,000 ₫ ;25,00 ₫; 25,548,000 ₫ ;VNPost;COD;TikTok Shop;Đã giao;12/02/2023;20;Xiaomi;Điện thoại
DH2023005195;07/02/2023;368311052;Đồng Nai;Xã Nhơn Trạch;239 Lê Lợi;SP017;Màn hình Dell 24 inch;Đồ điện tử;2; 3,290,000 ₫ ;0.03;197,00 ₫; 6,580,000 ₫ ;35,00 ₫; 7,056,000 ₫ ;J&T Express;Thẻ ngân hàng;Facebook;Đã giao;09/02/2023;12;Dell;Màn hình
DH2023000687;08/02/2023;853807152;Cần Thơ;Phường Bình Thủy;578 Lý Thường Kiệt;SP002;Samsung Galaxy S24;Đồ điện tử;1; 18,990,000 ₫ ;0.2; 3,798,000 ₫ ; 18,990,000 ₫ ;40,00 ₫; 16,751,000 ₫ ;VNPost;Ví điện tử;Website;Đã giao;11/02/2023;20;Samsung;Điện thoại
DH2023001594;08/02/2023;771235506;Tây Ninh;Xã Châu Thành;249 Lê Lợi;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;3; 1,190,000 ₫ ;0; - ₫ ; 3,570,000 ₫ ;35,00 ₫; 3,962,000 ₫ ;Viettel Post;Chuyển khoản;Facebook;Đã giao;12/02/2023;20;JBL;Loa
DH2023001962;08/02/2023;853807152;Tây Ninh;Xã Gò Dầu;97 Lê Lợi;SP004;iPhone 14;Đồ điện tử;3; 16,990,000 ₫ ;0.05; 2,548,000 ₫ ; 50,970,000 ₫ ;28,00 ₫; 53,292,000 ₫ ;Viettel Post;Ví điện tử;TikTok Shop;Đã xác nhận;10/02/2023;20;Apple;Điện thoại
DH2023002373;08/02/2023;358998449;TP. Hồ Chí Minh;Phường Tân Định;201 Lê Lợi;SP006;Xiaomi Pad 6;Đồ điện tử;1; 7,990,000 ₫ ;0; - ₫ ; 7,990,000 ₫ ;45,00 ₫; 8,834,000 ₫ ;Viettel Post;Chuyển khoản;Zalo;Đã giao;13/02/2023;20;Xiaomi;Máy tính bảng
DH2023005757;08/02/2023;378134113;Vĩnh Long;Xã Long Hồ;525 Nguyễn Trãi;SP026;Camera Xiaomi C300;Đồ điện tử;2;990,00 ₫;0.12;238,00 ₫; 1,980,000 ₫ ;45,00 ₫; 1,961,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Cửa hàng;Đã giao;11/02/2023;3;Xiaomi;Camera
DH2023006170;08/02/2023;981877109;TP. Hồ Chí Minh;Phường Tân Bình;528 Cách Mạng Tháng Tám;SP008;Laptop Dell Inspiron 15;Đồ điện tử;2; 13,990,000 ₫ ;0.12; 3,358,000 ₫ ; 27,980,000 ₫ ;25,00 ₫; 27,109,000 ₫ ;J&T Express;Ví điện tử;TikTok Shop;Đã giao;10/02/2023;20;Dell;Laptop
DH2023007472;08/02/2023;385891907;Tây Ninh;Xã Gò Dầu;105 Cách Mạng Tháng Tám;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.2;658,00 ₫; 3,290,000 ₫ ;40,00 ₫; 2,935,000 ₫ ;J&T Express;COD;TikTok Shop;Đã giao;12/02/2023;1;Dell;Màn hình
DH2023007015;09/02/2023;799178586;Đồng Nai;Phường Long Khánh;395 Phạm Văn Đồng;SP003;iPhone 15;Đồ điện tử;1; 19,990,000 ₫ ;0.05; 1,000,000 ₫ ; 19,990,000 ₫ ;30,00 ₫; 20,919,000 ₫ ;VNPost;Chuyển khoản;Zalo;Đã giao;11/02/2023;1;Apple;Điện thoại
DH2023008133;09/02/2023;358998449;TP. Hồ Chí Minh;Phường Tân Định;170 Nguyễn Huệ;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4; 1,590,000 ₫ ;0.15;954,00 ₫; 6,360,000 ₫ ;35,00 ₫; 5,982,000 ₫ ;Ninja Van;COD;TikTok Shop;Hoàn hàng;13/02/2023;20;Samsung;Tai nghe
DH2023008798;09/02/2023;330686394;TP. Hồ Chí Minh;Phường Bình Thạnh;381 Nam Kỳ Khởi Nghĩa;SP023;Apple Watch SE;Đồ điện tử;3; 5,990,000 ₫ ;0.03;539,00 ₫; 17,970,000 ₫ ;35,00 ₫; 19,209,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Facebook;Hoàn hàng;12/02/2023;20;Apple;Đồng hồ thông minh
DH2023000066;10/02/2023;782092292;TP. Hồ Chí Minh;Phường Bình Thạnh;266 Nguyễn Văn Cừ;SP005;Xiaomi Redmi Note 13;Đồ điện tử;5; 4,990,000 ₫ ;0.12; 2,994,000 ₫ ; 24,950,000 ₫ ;25,00 ₫; 24,177,000 ₫ ;Giao Hàng Tiết Kiệm;COD;TikTok Shop;Đã giao;16/02/2023;20;Xiaomi;Điện thoại
DH2023001362;10/02/2023;972502206;Cần Thơ;Phường Ninh Kiều;95 Nguyễn Trãi;SP006;Xiaomi Pad 6;Đồ điện tử;4; 7,990,000 ₫ ;0.1; 3,196,000 ₫ ; 31,960,000 ₫ ;25,00 ₫; 31,665,000 ₫ ;Viettel Post;Ví điện tử;TikTok Shop;Đang giao;16/02/2023;17;Xiaomi;Máy tính bảng
DH2023005879;10/02/2023;771235506;TP. Hồ Chí Minh;Phường Tân Định;161 Võ Văn Kiệt;SP014;Loa Bluetooth JBL Go 4;Đồ điện tử;1; 1,190,000 ₫ ;0.03;36,00 ₫; 1,190,000 ₫ ;45,00 ₫; 1,314,000 ₫ ;J&T Express;COD;Facebook;Đã giao;12/02/2023;20;JBL;Loa
DH2023009066;10/02/2023;853807152;Tây Ninh;Xã Gò Dầu;502 Phạm Văn Đồng;SP023;Apple Watch SE;Đồ điện tử;1; 5,990,000 ₫ ;0.1;599,00 ₫; 5,990,000 ₫ ;18,00 ₫; 5,948,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;TikTok Shop;Đang giao;15/02/2023;20;Apple;Đồng hồ thông minh
DH2023009903;10/02/2023;978379253;Tây Ninh;Phường Trảng Bàng;436 Nguyễn Văn Cừ;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0.15;598,00 ₫; 3,990,000 ₫ ;35,00 ₫; 3,766,000 ₫ ;J&T Express;Thẻ ngân hàng;TikTok Shop;Đã xác nhận;15/02/2023;11;Apple;Tai nghe
DH2023004719;11/02/2023;705762159;Cà Mau;Xã Năm Căn;363 Phạm Văn Đồng;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0; - ₫ ; 33,980,000 ₫ ;35,00 ₫; 37,413,000 ₫ ;Ninja Van;COD;Website;Đã giao;15/02/2023;20;Apple;Điện thoại
DH2023005043;11/02/2023;341806456;Đồng Nai;Xã Định Quán;451 3 Tháng 2;SP018;Chuột Logitech M331;Đồ điện tử;5;390,00 ₫;0.15;292,00 ₫; 1,950,000 ₫ ;18,00 ₫; 1,842,000 ₫ ;Giao Hàng Nhanh;Thẻ ngân hàng;Cửa hàng;Đang giao;13/02/2023;20;Logitech;Phụ kiện
DH2023005690;11/02/2023;831211814;TP. Hồ Chí Minh;Phường Sài Gòn;224 Quang Trung;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0.12;382,00 ₫; 3,180,000 ₫ ;25,00 ₫; 3,103,000 ₫ ;Giao Hàng Nhanh;COD;Cửa hàng;Hoàn hàng;16/02/2023;20;Samsung;Tai nghe
DH2023006434;11/02/2023;762738957;Tây Ninh;Xã Gò Dầu;5 Nam Kỳ Khởi Nghĩa;SP024;Samsung Galaxy Watch6;Đồ điện tử;5; 5,490,000 ₫ ;0.15; 4,118,000 ₫ ; 27,450,000 ₫ ;28,00 ₫; 25,693,000 ₫ ;J&T Express;Chuyển khoản;Shopee;Đã giao;13/02/2023;12;Samsung;Đồng hồ thông minh
DH2023004047;12/02/2023;853807152;TP. Hồ Chí Minh;Phường Thủ Đức;62 Nguyễn Văn Cừ;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0.2; 1,598,000 ₫ ; 7,990,000 ₫ ;45,00 ₫; 7,076,000 ₫ ;Giao Hàng Tiết Kiệm;Thẻ ngân hàng;Shopee;Đã giao;14/02/2023;20;Samsung;Tivi
DH2023007706;12/02/2023;383848410;TP. Hồ Chí Minh;Phường Bến Thành;524 Lê Lợi;SP019;Bàn phím Logitech K380;Đồ điện tử;2;690,00 ₫;0.07;97,00 ₫; 1,380,000 ₫ ;25,00 ₫; 1,436,000 ₫ ;Ninja Van;Chuyển khoản;TikTok Shop;Đang giao;14/02/2023;2;Logitech;Phụ kiện
DH2023009912;12/02/2023;853807152;Đồng Tháp;Phường Hồng Ngự;497 Nguyễn Văn Cừ;SP003;iPhone 15;Đồ điện tử;3; 19,990,000 ₫ ;0; - ₫ ; 59,970,000 ₫ ;30,00 ₫; 65,997,000 ₫ ;J&T Express;Thẻ ngân hàng;Facebook;Đã giao;15/02/2023;20;Apple;Điện thoại
DH2023001038;13/02/2023;338124677;Đồng Tháp;Phường Hồng Ngự;329 Lý Thường Kiệt;SP002;Samsung Galaxy S24;Đồ điện tử;2; 18,990,000 ₫ ;0; - ₫ ; 37,980,000 ₫ ;22,00 ₫; 41,800,000 ₫ ;VNPost;COD;Cửa hàng;Đã giao;18/02/2023;20;Samsung;Điện thoại
DH2023002747;13/02/2023;772757765;Vĩnh Long;Xã Long Hồ;109 3 Tháng 2;SP016;Smart TV LG 55 inch;Đồ điện tử;1; 11,990,000 ₫ ;0.2; 2,398,000 ₫ ; 11,990,000 ₫ ;30,00 ₫; 10,581,000 ₫ ;Giao Hàng Tiết Kiệm;Ví điện tử;Zalo;Đã giao;15/02/2023;9;LG;Tivi
DH2023006242;13/02/2023;373648652;Đồng Tháp;Phường Sa Đéc;510 Hai Bà Trưng;SP021;Sạc nhanh Anker 20W;Đồ điện tử;3;350,00 ₫;0; - ₫ ; 1,050,000 ₫ ;28,00 ₫; 1,183,000 ₫ ;J&T Express;Ví điện tử;Zalo;Đã giao;16/02/2023;20;Anker;Phụ kiện
DH2023008847;13/02/2023;980935204;TP. Hồ Chí Minh;Phường Tân Bình;482 Phạm Văn Đồng;SP018;Chuột Logitech M331;Đồ điện tử;2;390,00 ₫;0.03;23,00 ₫;780,00 ₫;40,00 ₫;873,00 ₫;Giao Hàng Tiết Kiệm;Chuyển khoản;Facebook;Đã xác nhận;16/02/2023;3;Logitech;Phụ kiện
DH2023001590;14/02/2023;396815990;TP. Hồ Chí Minh;Phường Bình Thạnh;314 Võ Văn Kiệt;SP006;Xiaomi Pad 6;Đồ điện tử;3; 7,990,000 ₫ ;0.2; 4,794,000 ₫ ; 23,970,000 ₫ ;25,00 ₫; 21,119,000 ₫ ;VNPost;Chuyển khoản;Website;Đã giao;18/02/2023;7;Xiaomi;Máy tính bảng
DH2023004154;14/02/2023;771235506;TP. Hồ Chí Minh;Phường Chợ Lớn;118 Lý Thường Kiệt;SP001;Samsung Galaxy A15;Đồ điện tử;1; 4,590,000 ₫ ;0.1;459,00 ₫; 4,590,000 ₫ ;40,00 ₫; 4,584,000 ₫ ;Viettel Post;COD;TikTok Shop;Đã giao;17/02/2023;20;Samsung;Điện thoại
DH2023008555;14/02/2023;853807152;Tây Ninh;Phường Tây Ninh;143 Phạm Văn Đồng;SP005;Xiaomi Redmi Note 13;Đồ điện tử;1; 4,990,000 ₫ ;0.15;748,00 ₫; 4,990,000 ₫ ;18,00 ₫; 4,684,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Website;Hoàn hàng;20/02/2023;20;Xiaomi;Điện thoại
DH2023003163;15/02/2023;972132857;Tây Ninh;Xã Gò Dầu;109 Nguyễn Huệ;SP015;Smart TV Samsung 43 inch;Đồ điện tử;1; 7,990,000 ₫ ;0.03;240,00 ₫; 7,990,000 ₫ ;45,00 ₫; 8,570,000 ₫ ;Giao Hàng Tiết Kiệm;COD;Shopee;Đã giao;20/02/2023;3;Samsung;Tivi
DH2023006213;15/02/2023;782092292;Tây Ninh;Xã Tân Biên;276 Pasteur;SP018;Chuột Logitech M331;Đồ điện tử;3;390,00 ₫;0; - ₫ ; 1,170,000 ₫ ;30,00 ₫; 1,317,000 ₫ ;VNPost;Chuyển khoản;Zalo;Đã giao;17/02/2023;20;Logitech;Phụ kiện
DH2023009704;15/02/2023;853807152;An Giang;Xã Tri Tôn;485 Nguyễn Huệ;SP011;Tai nghe AirPods 3;Đồ điện tử;1; 3,990,000 ₫ ;0; - ₫ ; 3,990,000 ₫ ;35,00 ₫; 4,424,000 ₫ ;J&T Express;COD;Cửa hàng;Hủy đơn;17/02/2023;20;Apple;Tai nghe
DH2023000325;16/02/2023;771235506;TP. Hồ Chí Minh;Phường Sài Gòn;141 Pasteur;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;4; 1,590,000 ₫ ;0.15;954,00 ₫; 6,360,000 ₫ ;25,00 ₫; 5,972,000 ₫ ;Giao Hàng Nhanh;Chuyển khoản;Zalo;Đã giao;20/02/2023;20;Samsung;Tai nghe
DH2023003561;16/02/2023;974738465;TP. Hồ Chí Minh;Phường An Khánh;116 Lý Thường Kiệt;SP017;Màn hình Dell 24 inch;Đồ điện tử;1; 3,290,000 ₫ ;0.12;395,00 ₫; 3,290,000 ₫ ;35,00 ₫; 3,220,000 ₫ ;Giao Hàng Nhanh;COD;TikTok Shop;Hủy đơn;18/02/2023;20;Dell;Màn hình
DH2023004480;16/02/2023;967250448;Đồng Tháp;Phường Sa Đéc;599 Nguyễn Văn Cừ;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0.2; 6,796,000 ₫ ; 33,980,000 ₫ ;28,00 ₫; 29,930,000 ₫ ;Viettel Post;Chuyển khoản;Cửa hàng;Đã giao;22/02/2023;20;Apple;Điện thoại
DH2023004688;16/02/2023;853807152;An Giang;Phường Châu Đốc;360 Quang Trung;SP018;Chuột Logitech M331;Đồ điện tử;1;390,00 ₫;0.15;58,00 ₫;390,00 ₫;45,00 ₫;410,00 ₫;Giao Hàng Nhanh;Ví điện tử;Website;Đã giao;21/02/2023;20;Logitech;Phụ kiện
DH2023005014;16/02/2023;885212220;Vĩnh Long;Xã Bình Minh;313 Nguyễn Huệ;SP026;Camera Xiaomi C300;Đồ điện tử;4;990,00 ₫;0.15;594,00 ₫; 3,960,000 ₫ ;28,00 ₫; 3,731,000 ₫ ;Giao Hàng Nhanh;Ví điện tử;Website;Đang giao;20/02/2023;20;Xiaomi;Camera
DH2023001363;18/02/2023;358998449;TP. Hồ Chí Minh;Phường Tân Định;323 Nam Kỳ Khởi Nghĩa;SP024;Samsung Galaxy Watch6;Đồ điện tử;1; 5,490,000 ₫ ;0.05;274,00 ₫; 5,490,000 ₫ ;22,00 ₫; 5,760,000 ₫ ;Giao Hàng Nhanh;COD;Zalo;Đã giao;23/02/2023;20;Samsung;Đồng hồ thông minh
DH2023002289;18/02/2023;853807152;Đồng Tháp;Xã Lấp Vò;348 Cách Mạng Tháng Tám;SP011;Tai nghe AirPods 3;Đồ điện tử;10; 3,990,000 ₫ ;0.1; 3,990,000 ₫ ; 39,900,000 ₫ ;30,00 ₫; 39,531,000 ₫ ;Ninja Van;Thẻ ngân hàng;Shopee;Đã giao;22/02/2023;20;Apple;Tai nghe
DH2023002947;18/02/2023;852294166;Cần Thơ;Phường Ô Môn;85 Điện Biên Phủ;SP025;Máy in Canon LBP 2900;Đồ điện tử;2; 4,290,000 ₫ ;0.03;257,00 ₫; 8,580,000 ₫ ;30,00 ₫; 9,185,000 ₫ ;Giao Hàng Tiết Kiệm;Chuyển khoản;Shopee;Đã xác nhận;23/02/2023;5;Canon;Máy in
DH2023000323;19/02/2023;981960522;An Giang;Phường Châu Đốc;152 Nguyễn Văn Cừ;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;1; 1,590,000 ₫ ;0; - ₫ ; 1,590,000 ₫ ;40,00 ₫; 1,789,000 ₫ ;Viettel Post;Ví điện tử;Cửa hàng;Đã giao;23/02/2023;1;Samsung;Tai nghe
DH2023000981;19/02/2023;931085451;TP. Hồ Chí Minh;Phường Sài Gòn;155 Nguyễn Văn Cừ;SP004;iPhone 14;Đồ điện tử;2; 16,990,000 ₫ ;0.05; 1,699,000 ₫ ; 33,980,000 ₫ ;22,00 ₫; 35,531,000 ₫ ;Ninja Van;Chuyển khoản;Shopee;Đã giao;25/02/2023;20;Apple;Điện thoại
DH2023003812;19/02/2023;331975267;TP. Hồ Chí Minh;Phường Thủ Đức;197 Quang Trung;SP007;MacBook Air M2;Đồ điện tử;5; 23,990,000 ₫ ;0.1; 11,995,000 ₫ ; 119,950,000 ₫ ;30,00 ₫; 118,781,000 ₫ ;J&T Express;COD;Zalo;Đã giao;25/02/2023;18;Apple;Laptop
DH2023008154;19/02/2023;885212220;Đồng Nai;Xã Long Thành;242 Trần Hưng Đạo;SP009;Laptop HP Pavilion 14;Đồ điện tử;1; 15,990,000 ₫ ;0.05;800,00 ₫; 15,990,000 ₫ ;28,00 ₫; 16,737,000 ₫ ;J&T Express;Chuyển khoản;Cửa hàng;Đã giao;22/02/2023;20;HP;Laptop
DH2023008496;19/02/2023;886726065;Đồng Tháp;Xã Tháp Mười;282 Nguyễn Trãi;SP012;Tai nghe Samsung Galaxy Buds FE;Đồ điện tử;2; 1,590,000 ₫ ;0; - ₫ ; 3,180,000 ₫ ;30,00 ₫; 3,528,000 ₫ ;VNPost;Chuyển khoản;TikTok Shop;Đang giao;21/02/2023;2;Samsung;Tai nghe
